"Short Form Termination Date","Short Form Date","Short Form Last Name","Short Form First Name","Registration Number","Registration Date","Registrant Name","Address 1","Address 2","City","State","Zip"
"01/31/2023","08/05/2021","Scheid","Adrean","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/31/2023","07/06/2021","Briggs","Alyssa","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","06/04/2021","Poehlitz","Christina","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/31/2021","06/02/2021","Bendik","Grace","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/02/2025","05/05/2021","Skillman","David","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/31/2024","04/15/2021","Gerstner","Alyssa","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","02/17/2021","Jackson","Adrienne","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/16/2022","02/16/2021","Zuzul","Miomir","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/30/2022","02/10/2021","Monahan","Jessica","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","01/08/2021","Landgraf","L. Charles","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","12/17/2020","Allen","Christopher","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/28/2025","12/16/2020","Bombassaro","Brian","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/04/2021","08/04/2020","Brennan","Elena","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/30/2022","05/21/2020","Smith","Amy B.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/31/2021","05/21/2020","Howard","Paul A.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/16/2022","05/07/2020","Herrera","Raul R.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/31/2023","05/07/2020","Shannon Jr.","Thomas A.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/02/2025","02/10/2020","Marotta","Marne","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/01/2021","02/10/2020","Rhee","Soo Mi","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/28/2022","02/10/2020","Louer","Gregory","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","02/10/2020","Fischer Fox","Lynn","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","02/10/2020","Park","Jaehong David","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","09/10/2019","Yalowitz","Kent","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","02/11/2019","Caraballo","Arturo","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","02/11/2019","Debevoise II","Eli Whitney","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/25/2020","01/10/2019","Reeder","Emily","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/30/2020","04/05/2018","Richmond","Keri","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/19/2023","04/05/2018","Kelly","Caroline","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/01/2024","03/07/2018","Reade","Claire","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/05/2021","11/23/2016","Linder","Sara Garofalo","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","10/27/2016","Tansey","Declan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","10/27/2016","Witten","Samuel","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/06/2023","10/27/2016","Weiss","Bridget","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"","10/27/2016","O'Neill","Kevin","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/10/2012","09/14/2012","Herrera","Raul R.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/18/2010","08/04/2008","Franze-Nakamura","Francis","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/04/2008","12/22/2006","Smothers","Courtney","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/27/2006","01/06/2006","Rogers","William D.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/30/2005","05/02/2005","Barker","John P.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/19/2008","02/24/2005","Smith","Jeffrey H.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/19/2008","02/24/2005","Lee","Ronald D.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/03/2004","10/28/2004","Kremen","Alexis","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/2005","05/10/2004","Guzman","Eduardo","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"11/22/2005","05/03/2004","Debevoise","Whitney","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/30/2006","04/28/2004","Firestone","Richard M.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/31/2005","04/28/2004","Harker","Drew","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/2005","04/28/2004","Ochs","Joan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/31/2007","04/23/2004","Allen","Christopher","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/30/2006","04/23/2004","Portugal","Carlos","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/01/2004","12/01/2003","Levy","Joshua","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/03/2004","01/09/2003","Teller","Mayrav","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"10/16/2008","03/06/2002","Andersen","Richard E.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/31/2007","03/06/2002","Yuen","Barbara Y.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/23/2004","03/13/2001","Baisburd","Yohai","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/2003","01/28/2000","Milch","Thomas H.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/2004","01/28/2000","Richman","Jeffrey W.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/20/2003","12/09/1999","Rogers","William","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"11/23/1999","11/12/1999","Smith","Jeffrey","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/2001","11/12/1999","Lederman","Gordon","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/04/2001","07/30/1998","Boone","Theodore S.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/19/1999","05/31/1996","Turitz","Joseph","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/15/1996","07/10/1995","Boom","Steve J.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/09/1996","02/17/1995","Johnson","Richard A.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/31/2007","01/09/1995","Maxwell","Rosemary","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/13/1994","03/09/1994","Cherner","Abby","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/10/1996","03/08/1994","Juster","Kenneth I.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/1999","12/06/1993","Butler","J. Bradway","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/13/1996","11/05/1993","Malina","Mark","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"11/22/1993","05/13/1993","Hausrath","Jan E.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","08/25/1992","Killelea","Kent","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/1997","08/12/1992","Rachlin","Paul","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/15/1993","07/28/1992","Williams","Sarah","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","07/23/1992","Anderson","Patricia","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","07/22/1992","Jacobs","Richard","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","07/08/1992","Abramowitz","Nancy","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/22/1995","06/29/1992","Shrago","Alvin","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","06/19/1992","Saunders","Sarah Kahn","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/1996","05/06/1992","Biles","Blake","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/19/1993","05/04/1992","Johnson","Peri Lynne","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","03/25/1992","Kerwin","Thomas M.J.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","03/24/1992","Butler","Daphne","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/01/1993","03/24/1992","Hanson","Robert","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"11/10/1992","03/24/1992","Wallace","Anne","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","03/24/1992","Ratzkin","Andrew","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/25/1994","03/03/1992","Baker","Paul","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"10/22/1993","02/21/1992","Bansal","Preeta","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/15/1994","02/20/1992","Cassat","Peter","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","02/20/1992","McGrew","Thomas","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/04/1990","02/19/1992","Berzinski","Vivian","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","02/19/1992","Rockler","Walter","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/23/1993","12/18/1991","Friedlander","Tracey","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/28/1992","09/20/1991","Cook","William","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/04/1992","09/17/1991","Kuntz","Marcia","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/25/1994","09/12/1991","Freeman","David F. , Jr.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","09/12/1991","Zlotnick","Andrew","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","09/12/1991","Lyons","Dennis G.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","09/12/1991","Raben","Robert","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","09/12/1991","Slaman","Rebecca","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","09/12/1991","Sessums","Laura","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/26/1993","09/12/1991","Flax","Samuel","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","07/16/1991","Pattiz","Keith","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","06/25/1991","Benda","Susan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"10/27/1995","04/23/1991","Ratner","Jonathan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/19/1995","04/19/1991","Fleeman","Mary Grace","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","03/22/1991","Schonfeld","Victoria","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1991","03/13/1991","Nielsen","Hollie","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/31/1995","03/13/1991","O'Brien","Anthony","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/25/1994","02/21/1991","Englund","Steven R.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/29/1992","02/14/1991","Downey","Christina","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","02/14/1991","Baltz","Richard","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/1996","02/12/1991","Oshima","Michael","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","02/08/1991","Dahl","Scott","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/22/2010","02/08/1991","Fois","Sonia","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","01/30/1991","Kelly","Kathleen","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/18/1992","12/28/1990","Thumma","Samuel A.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","12/26/1990","Losey","James","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","12/20/1990","Boscoe","Mark","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/08/1993","12/19/1990","Levinson","Jerome","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/28/1992","12/18/1990","Varma","Asim","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/08/1992","12/18/1990","Loeb","Elizabeth","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1991","12/14/1990","Cadoff","Dorene","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/31/2015","12/12/1990","Yalowitz","Kent","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/01/1991","12/11/1990","Carozza","Paolo Wright","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/18/1991","11/08/1990","Thomas","Maya","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1991","10/31/1990","Caglioti","Michael","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1993","10/31/1990","Carothers","Thomas","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/08/1993","10/31/1990","Arnold","Susan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/28/1992","10/24/1990","Silk","James J.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","10/24/1990","Opich","Joseph","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/30/1993","10/24/1990","Thomas","Narges N.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","10/15/1990","Sohn","Michael","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1991","09/28/1990","Kaufman","George","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/12/1991","09/24/1990","Faber","Michael","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","09/13/1990","Williams","Sarah","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/31/1995","09/13/1990","Morita","Susan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1991","08/16/1990","Butler","James","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"08/31/2004","08/01/1990","Tata","Vijay S.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/27/1993","07/31/1990","Wertheimer","Richard","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/16/1994","06/22/1990","Campell","Margaret","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/08/1992","06/20/1990","Cleland","Jack","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/28/2000","05/10/1990","Korn","David","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"09/08/1993","05/09/1990","Arrington","Barry","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","05/09/1990","Loeb","Nancy","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/30/1991","05/01/1990","Beller","James Lee , Jr.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"05/03/1991","04/23/1990","Belson","Neil A.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/18/1992","04/20/1990","Kettler","Cheryl","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","04/17/1990","Nix","Sheila","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"10/18/1991","04/04/1990","Moe","Erik","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"11/11/1996","04/03/1990","Busis","William","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/15/1991","02/27/1990","Freedman","Laurence","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"03/01/1994","02/06/1990","Kiyonaga","Paul","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"07/28/1992","02/05/1990","Mendelsohn","Jeffrey","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"12/15/1994","01/29/1990","Clarizio","Lynda","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/18/1991","01/22/1990","Rosen","Sarah","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/18/1991","01/22/1990","Meyer","Karen I.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/18/1991","01/22/1990","Yukins","Christopher","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"02/18/1992","01/22/1990","Joseph","James","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"04/10/1991","01/17/1990","Bloom","Evan","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/08/1993","01/17/1990","Rector","Larry","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/04/1999","01/16/1990","Ramirez","Profirio F. , Jr.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"01/17/1992","01/16/1990","Misback","Ann E.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
"06/16/1992","01/16/1990","Landever","Carolyn M.","1750","06/04/1964","Arnold & Porter Kaye Scholer LLP","601 Massachusetts Avenue, NW","","Washington","DC","20001-3743"
