"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date","Foreign PrincipalTermination Date"
"FRANCE","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Air France","05/26/1987","03/11/1993"
"JORDAN","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","ALIA, Royal Jordanian Airline","07/14/1987","03/11/1993"
"ITALY","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Atlante Hotels","06/23/1989","03/11/1993"
"AUSTRALIA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Australian Consulate General","10/22/1976","03/11/1993"
"AUSTRALIA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Australian Tourist Commission","05/26/1987","03/11/1993"
"BARBADOS","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Barbados Hotel Association","01/14/1992","03/11/1993"
"BRAZIL","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Brazilian-American Chamber of Commerce","05/26/1987","03/11/1993"
"GREAT BRITAIN","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","British-American Chamber of Commerce","12/31/1974","01/01/1982"
"GREAT BRITAIN","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","BritRail Travel International, Inc.","11/15/1982","03/11/1993"
"NETHERLANDS ANTILLES","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Caravanserai","04/06/1992","03/11/1993"
"INTERNATIONAL","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Crest Hotels International","12/21/1988","03/11/1993"
"AUSTRIA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Dial Austria Instant Reservations, Inc.","05/26/1987","05/01/1990"
"EGYPT","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Egyptian Government Tourist Office","04/13/1976","05/01/1990"
"EGYPT","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Egyptian Tourist Authority","05/26/1987","03/11/1993"
"BARBADOS","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Elegant Resorts of Barbados","04/06/1992","03/11/1993"
"FRANCE","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","France-Tourisme","06/23/1989","03/11/1993"
"FRANCE","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","French Alps Commission","09/24/1991","03/11/1993"
"FRANCE","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","French Government Tourist Office","06/23/1989","03/11/1993"
"GREAT BRITAIN","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Global Tours","05/26/1987","03/11/1993"
"INDIA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Government of India Tourist Office","07/13/1977","01/01/1978"
"MEXICO","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Hotel K-Royal de Mexico","04/06/1992","03/11/1993"
"MEXICO","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Hotel Marquis Reforma","04/16/1991","03/11/1993"
"SPAIN","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Hotel Villa Magna","12/21/1988","03/11/1993"
"SOUTH AFRICA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Information Service of South Africa","12/31/1974","12/01/1975"
"ITALY","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Italian Line","07/02/1974","04/30/1975"
"COTE D'IVOIRE (IVORY COAST)","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Ivory Coast Department of Tourism","05/26/1987","03/11/1993"
"KENYA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Kenya Airways","07/17/1979","06/30/1984"
"KENYA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Kenya Tourist Office","08/16/1978","06/30/1984"
"CANADA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Melaine Communications Group","12/28/1989","03/11/1993"
"GREAT BRITAIN","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Merit Hotels, Ltd.","05/26/1987","12/01/1987"
"EGYPT","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","MISR Travel","07/17/1979","03/11/1993"
"NEW ZEALAND","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","New Zealand Tourist Office","11/15/1982","05/01/1990"
"TURKS AND CAICOS ISLANDS","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Ocean Club at Grace Bay","01/14/1992","03/11/1993"
"TURKEY","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Republic of Turkey","11/23/1973","06/30/1982"
"IRELAND","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Shannon Development","05/26/1987","03/11/1993"
"INDIA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Trade Development Authority of India","05/26/1987","05/01/1990"
"TURKS AND CAICOS ISLANDS","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Turks & Caicos Tourist Board","04/16/1991","03/11/1993"
"PANAMA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","United Aviation Services, Inc.","05/26/1987","03/11/1993"
"FRANCE","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","UTA French Airlines","12/28/1989","03/11/1993"
"VENEZUELA","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Venezuelan-American Association","06/23/1989","03/11/1993"
"BRITISH VIRGIN ISLANDS","Keating Group, Inc.","2478","11/23/1973","331 Madison Avenue8th FloorNew York&nbsp;&nbsp;10017","NY","Virgin Atlantic Airways","09/24/1991","03/11/1993"
"FINLAND","Business Finland USA, Inc.","7318","08/31/2023","Consulate General of FinlandFinland Trade Center, 605 Third Avenue, 35 FloorNew York&nbsp;&nbsp;10158","NY","Business Finland Oy","08/31/2023",""
"HONG KONG","Enquiries Associates","4045","09/29/1987","24 Abbott RoadSomerset&nbsp;&nbsp;08873","NJ","Hong Kong Trade Development Council","09/29/1987","11/30/1990"
"GERMANY FEDERAL REPUBLIC OF","Gerechter, Gerhard G.","645","10/11/1950","35-06 - 21st StreetApartment 3DLong Island&nbsp;&nbsp;11106","NY","Executive Committee of the Sozialdemokratische Partei Deutschlands","10/11/1950","12/08/1972"
"SPAIN","Orta, Pilar","117","09/09/1942","2 East 34th StreetNew York&nbsp;&nbsp;","NY","Spanish Library of Information","09/09/1942","09/09/1942"
"SOMALI DEMOCRATIC REPUBLIC","Park Strategies, LLC","6488","11/09/2017","101 Park AvenueSuite 2506New York&nbsp;&nbsp;10178","NY","Somali Republic","11/09/2017","02/28/2018"
"BELGIUM","Tourist Office for Flanders, Belgium - New York Office","5840","11/15/2007","New York Times Building620 Eighth Avenue, 38th FloorNew York&nbsp;&nbsp;10018","NY","Flanders Tourism Board","11/15/2007",""
"TAIWAN","Loeb & Loeb","4637","03/19/1992","345 Park AvenueNew York&nbsp;&nbsp;10154-0037","NY","Coordination Council for North American Affairs","03/19/1992","03/31/1994"
"NETHERLANDS","James, Leonard Gage","1554","07/03/1962","310 Sansome StreetSan Francisco&nbsp;&nbsp;94104","CA","Committee of European Shipowners","09/26/1962","04/11/1969"
"BOLIVIA","Schreffler, Ray Edwin","1349","04/07/1960","Roosevelt HotelSuite 627Washington&nbsp;&nbsp;","DC","Banco De Minero","11/08/1962","06/30/1963"
"INDONESIA","Schreffler, Ray Edwin","1349","04/07/1960","Roosevelt HotelSuite 627Washington&nbsp;&nbsp;","DC","Indonesian Government","04/07/1960","10/07/1963"
"JAPAN","Schreffler, Ray Edwin","1349","04/07/1960","Roosevelt HotelSuite 627Washington&nbsp;&nbsp;","DC","Japanese Government","04/07/1960","10/07/1963"
"KOREA SOUTH","Singer Bonjean Strategies","6001","09/21/2010","1455 Pennsylvania Avenue, NWSuite 400Washington&nbsp;&nbsp;20004","DC","Embassy of the Republic of Korea","09/21/2010","12/31/2012"
"MACEDONIA","Acevski, Ljubica Z.","4608","01/22/1992","3050 K Street, N.W.Suite 210Washington&nbsp;&nbsp;20007","DC","Republic of Macedonia","01/22/1992","01/31/1996"
"CURACAO","Kehr, Ernest A.","1219","04/16/1959","230 West 41st StreetNew York&nbsp;&nbsp;","NY","Department of Posts","07/06/1964","10/24/1966"
"SWITZERLAND","Kehr, Ernest A.","1219","04/16/1959","230 West 41st StreetNew York&nbsp;&nbsp;","NY","Department of Posts, Telephones & Telegraphs","07/06/1964","10/24/1966"
"EGYPT","Kehr, Ernest A.","1219","04/16/1959","230 West 41st StreetNew York&nbsp;&nbsp;","NY","Postal Administration of Egypt (UAR)","04/16/1959","10/24/1966"
"MALAYSIA","EuroAsian Financial Corporation","5704","08/18/2005","1146 North La Cienega BoulevardWest Hollywood&nbsp;&nbsp;90069","CA","Malaysian Government (Offices of the Prime Minister and the Finance Minister)","08/18/2005","05/11/2009"
"JAPAN","Global Communicators, LLC","6243","08/19/2014","1875 I Street. NWSuite 500Washington&nbsp;&nbsp;20006","DC","Ministry of Foreign Affairs of Japan (MOFA) through Kreab Gavin Anderson K.K.","08/19/2014","04/30/2015"
"SWEDEN","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Barseback Kraft AB","11/12/1997","01/31/1998"
"ECUADOR","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Empresa Estatal de Telecomunicaciones (Emetel)","07/31/1997","07/20/1998"
"SPAIN","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Empresa Nacional del Uranio, S.A. (ENUSA)","11/12/1997","01/31/1998"
"LIECHTENSTEIN","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Government of Liechtenstein","05/25/2000","07/31/2001"
"MEXICO","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Secretaria de Economia","04/09/1998",""
"KUWAIT","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay","08/07/2006","01/09/2016"
"BANGLADESH","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Bangladesh Nationalist Party","06/13/2007","02/01/2008"
"TAIWAN","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Government of Taiwan (Taipei Economic and Cultural Representative Office)","12/15/2010","10/31/2011"
"SAUDI ARABIA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","King Abdullah City for Atomic and Renewable Energy (KACARE)","10/17/2011","01/23/2015"
"KOREA SOUTH","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Government of the Republic of Korea, Embassy","11/10/2011","12/31/2022"
"SAUDI ARABIA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Royal Embassy of Saudi Arabia","03/26/2015","03/31/2016"
"GEORGIA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Government of Georgia","04/24/2015","08/15/2017"
"CAYMAN ISLANDS","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Cayman Islands Ministry of Financial Services, Commerce & Environment","09/02/2016","12/31/2020"
"SAUDI ARABIA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Ministry of Energy, Industry, and Mineral Resources (MEIM) King Abdullah City for Atomic and Renewable Energy (K.A.CARE)","02/20/2018","08/26/2022"
"QATAR","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Embassy of Qatar","03/23/2018","07/03/2024"
"KOSOVA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Ministry of Foreign Affairs of Kosovo","09/10/2018","07/31/2020"
"IRAQ","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Khamis Khanjar and Sarmad Khanjar","06/10/2019","12/06/2019"
"CHINA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","iFLYTEK Co., Ltd.","06/26/2019","07/31/2024"
"CYPRUS","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Association of Cyprus Banks","08/28/2019","07/31/2020"
"ISRAEL","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","NSO Group","06/30/2021","02/25/2025"
"KOREA SOUTH","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Corporate Association of the Gaesong Industrial Complex (CAGIC) at the direction of South Korean consultancy HC & Sons LLC (HC & Sons)","07/21/2021","10/10/2022"
"INTERNATIONAL","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997","Four Embarcadero Center22nd FloorSan Francisco&nbsp;&nbsp;94111-2228","CA","Cloud Innovation Ltd. and LARUS Limited","11/19/2021","01/31/2025"
"LAOS","Adams, John B.","780","07/16/1953","872 National Press BuildingWashington&nbsp;&nbsp;","DC","Legation of Laos","07/22/1955","01/16/1959"
"PAKISTAN","Adams, John B.","780","07/16/1953","872 National Press BuildingWashington&nbsp;&nbsp;","DC","Pakistan Information Service","07/16/1953","01/16/1959"
"SUDAN","Public Affairs Analysts, Inc.","2726","10/18/1976","1 Dag Hammarskjold PlazaSuite 1819New York&nbsp;&nbsp;10017","NY","Government of the Sudan","05/07/1981","08/27/1981"
"DOMINICAN REPUBLIC","Public Affairs Analysts, Inc.","2726","10/18/1976","1 Dag Hammarskjold PlazaSuite 1819New York&nbsp;&nbsp;10017","NY","National Office of Tourism & Information of the Dominican Republic","01/24/1979","02/01/1982"
"PANAMA","Public Affairs Analysts, Inc.","2726","10/18/1976","1 Dag Hammarskjold PlazaSuite 1819New York&nbsp;&nbsp;10017","NY","Panama Mission to the United Nations","02/22/1977","04/18/1978"
"VENEZUELA","Public Affairs Analysts, Inc.","2726","10/18/1976","1 Dag Hammarskjold PlazaSuite 1819New York&nbsp;&nbsp;10017","NY","Venezuelan Mission to the United Nations","10/18/1976","03/01/1979"
"IRAQ","Russo Marsh & Rogers","5682","05/10/2005","770 L Street# 950Sacramento&nbsp;&nbsp;95814","CA","Kurdistan Regional Government","05/10/2005","05/31/2006"
"BOPHUTHATSWANA","Greenwald, Ronald","3145","08/27/1980","183 Madison AvenueSuite 716New York&nbsp;&nbsp;10016","NY","Government of the Republic of Bophuthatswana","08/27/1980","06/18/1981"
"BAHAMAS","Probinsky, David","2018","03/28/1967","5301 North Kendall DriveMiami&nbsp;&nbsp;","FL","Progressive Liberal Party","03/28/1967","11/17/1969"
"GUATEMALA","Jerris Leonard & Associates, P.C.","3214","03/17/1981","1700 Pennsylvania Avenue, N.W.Suite 550Washington&nbsp;&nbsp;20006","DC","INDECA","03/17/1981","01/15/1982"
"CZECHOSLOVAKIA","Fisher, John","755","02/05/1953","465 Lexington AvenueNew York&nbsp;&nbsp;","NY","Darex Trading Company, Ltd.","02/05/1953","06/05/1953"
"HUNGARY","IBUSZ Hungarian Travel Bureau","2910","06/07/1978","150 East 58th Street33rd FloorNew York&nbsp;&nbsp;10155","NY","IBUSZ Travel Bureau, Ltd.","06/07/1978","06/07/1995"
"GREAT BRITAIN","Logan, David William","3751","10/30/1985","40 Edwards AvenueSausalito&nbsp;&nbsp;94965","CA","Peter Luff","10/30/1985","12/24/1986"
"NETHERLANDS ANTILLES","Berlinrut, E.B.","2356","07/17/1972","405 Lexington AvenueNew York&nbsp;&nbsp;10017","NY","Bonaire","07/17/1972","11/21/1972"
"JAPAN","Lykke-Wilkin & Associates","750","12/16/1952","681 Market StreetSan Francisco&nbsp;&nbsp;","CA","Japanese Government","12/16/1952","01/01/1953"
"BANGLADESH","Cloakroom Advisors, LLC","6336","01/14/2016","300 M Street, SESuite #402Washington&nbsp;&nbsp;20003","DC","Organization for Peace and Justice through Cassidy and Associates","01/14/2016","02/28/2017"
"LIBERIA","Drotning, Phillip T.","3823","05/01/1986","360 East Randolph DriveChicago&nbsp;&nbsp;60601","IL","Government of the Republic of Liberia (Through John H. Shepherd & Associates, Ltd.)","05/01/1986","05/29/1987"
"NORWAY","Winthrop, Stimson, Putnam & Roberts, Washington Office","3873","08/21/1986","1133 Connecticut Avenue, N.W.Washington&nbsp;&nbsp;20036","DC","Defense Products Division of Kongsberg Vapenfabrikk, A.S.","06/26/1987","08/03/1988"
"SWEDEN","Winthrop, Stimson, Putnam & Roberts, Washington Office","3873","08/21/1986","1133 Connecticut Avenue, N.W.Washington&nbsp;&nbsp;20036","DC","Jernkontoret (Swedish Steelproducers' Association)","08/21/1986","02/21/1991"
"FINLAND","Winthrop, Stimson, Putnam & Roberts, Washington Office","3873","08/21/1986","1133 Connecticut Avenue, N.W.Washington&nbsp;&nbsp;20036","DC","Metallverken, A.B.","03/24/1989","08/21/1990"
"NORWAY","Winthrop, Stimson, Putnam & Roberts, Washington Office","3873","08/21/1986","1133 Connecticut Avenue, N.W.Washington&nbsp;&nbsp;20036","DC","Norsk Forsvarsteknologi, A.S.","06/26/1987","08/21/1989"
"SWEDEN","Winthrop, Stimson, Putnam & Roberts, Washington Office","3873","08/21/1986","1133 Connecticut Avenue, N.W.Washington&nbsp;&nbsp;20036","DC","Uddeholms, A.B.","04/03/1987","03/16/1988"
"BELGIUM","Hochschewender, Karl A.","3625","10/30/1984","Post Office Box 1466Princeton&nbsp;&nbsp;08542","NJ","Association of Plastics Manufacturers of Europe","10/30/1984","06/03/1986"
"SOUTH AFRICA","Plaia & Schaumberg, Chartered","3223","04/08/1981","1019 - 19th Street, N.W.PH-IIWashington&nbsp;&nbsp;20036","DC","Frans Meisenholl","11/23/1983","10/01/1984"
"MEXICO","Plaia & Schaumberg, Chartered","3223","04/08/1981","1019 - 19th Street, N.W.PH-IIWashington&nbsp;&nbsp;20036","DC","Instituto Mexicano de Comercio Exterior (IMCE)","04/08/1981","05/02/1986"
"GERMANY FEDERAL REPUBLIC OF","Plaia & Schaumberg, Chartered","3223","04/08/1981","1019 - 19th Street, N.W.PH-IIWashington&nbsp;&nbsp;20036","DC","Siemens-Allis","11/28/1983","04/08/1985"
"UKRAINE","Unique Solution Advisors","7191","11/12/2022","2531 West Girard Avenue Unit 3 Philadelphia&nbsp;&nbsp;19130","PA","Yuiri Matsyk","11/12/2022","01/02/2023"
"BOSNIA & HERZEGOVINA","RS Office for Cooperation, Trade and Investment","6181","08/08/2013","1701 Pennsylvania Avenue, NWSuite 200Washington&nbsp;&nbsp;20006","DC","Government of Republika Srpska","08/08/2013",""
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Amparo Martinez","05/01/1950","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Antonio Calderon Talavera","11/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Antonio Madrigal","09/17/1946","05/01/1948"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Antonio Martinez Aguayo","09/17/1946","05/01/1948"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Antonio Urvizu","09/17/1946","05/01/1948"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Antonio Zermeno","11/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Bibiano Segura Leon","11/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Consuelo Sanchez Gonzalez","05/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","David Lomeli Contreras","05/02/1949","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Davis Orosco Romo","11/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Francisco Raul Calderon","05/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Gildardo Gonsalez Sanchez","09/17/1946","05/01/1948"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Gustavo Arizmendi","09/17/1946","05/01/1948"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Ignacio Gonzalez Gollaz","05/02/1949","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jaime Delgado Herrera","05/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jesus Montenegro Aboytes","05/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jose Davalos","11/30/1958","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jose Manuel Figueroa","05/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jose Resendiz Castaneda","05/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jose Sanchez Gonzalez","05/31/1959","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Jose Valadez Navarro","09/17/1946","11/01/1951"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Josefina Escobedo","05/31/1960","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Juan Ignacio Padilla","05/02/1949","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Leon Aguilar","05/31/1960","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Leopoldo Martinez","05/31/1960","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Leovardo Senteno","05/01/1953","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Luis Martinez Narezo","05/02/1949","11/01/1951"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Manuel Galindo Fuentes","05/02/1949","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Manuel Torres Bueno","04/05/1943","05/01/1948"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Maria De Jesus Castro De Lomeli","11/01/1955","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Ofelia Ramirez","05/01/1961","02/26/1964"
"MEXICO","Union Nacional Sinarquista","123","09/14/1942","7245 -1/2 Dale Road #15El Paso&nbsp;&nbsp;","","Oscar Memdez Napoles","05/01/1955","02/26/1964"
