"Country/LocationRepresented","Foreign Principal","Foreign PrincipalRegistration Date","Address","State","Registrant","Registration #","RegistrationDate"
"SPAIN","Catalan National Assembly in the United States of America Association","11/29/2022","&nbsp;&nbsp;","","Barros, Miquel Fernandez","7197","11/29/2022"
"UNITED ARAB EMIRATES","Embassy of the United Arab Emirates","09/27/2018","3522 International Court NWWashington &nbsp;&nbsp;20008","DC","TRG Advisory Services, LLC","6596","09/27/2018"
"SOMALIA","Somalia","11/28/2023","105 Airport RoadWabari District Mogadishu&nbsp;&nbsp;","","Hill, Rickey Terrell","7349","11/28/2023"
"GERMANY","Bavarian Ministry of Economic Affairs, Infrastructure, Transport and Technology","01/07/2011","Prinzregentenstrasse 2880538 Munich&nbsp;&nbsp;","","Bavarian U.S. Offices for Economic Development, LLC","6015","01/07/2011"
"UKRAINE","ALLATRA International Public Movement/Gromadska Spilka Mizhnarodnyi Gromadskiy Rukh ALLATRA","06/12/2024","7 Golosiyvska St.Kyiv&nbsp;&nbsp;","","Cholakian, A. Egon","7419","06/12/2024"
"SAUDI ARABIA","Future Investment Initiative Institute","07/23/2024","RDC Complex Building CS01 4th Floor, Unit 94044 A1, Imam Saud Ibn Abdul Aziz Branch RoadRiydah&nbsp;&nbsp;","","Prosek LLC d/b/a Prosek Partners","7435","07/23/2024"
"SAUDI ARABIA","The Public Investment Fund","11/07/2024","Alra'idah Digital City, Building MU04, Al Nakhil, District, P.O. Box. 6847&nbsp;&nbsp;","","Prosek LLC d/b/a Prosek Partners","7435","07/23/2024"
"MALAYSIA","Malaysian Rubber Export Promotion Council","02/26/2020","3516 International Court, NWWashington&nbsp;&nbsp;20008","DC","Broydrick and Associates, Inc.","6796","02/26/2020"
"BRITISH VIRGIN ISLANDS","British Virgin Islands Tourist Board","04/08/1982","Tortola&nbsp;&nbsp;","","British Virgin Islands Tourist Board","3354","04/08/1982"
"QATAR","State of Qatar","12/04/2021","2555 M St. NWWashington&nbsp;&nbsp;20037","DC","Global Security and Innovative Strategies, LLC","7051","12/04/2021"
"JAPAN","Japan Consulate","04/17/2024","275 Battery Street #2100   San Francisco&nbsp;&nbsp;94111","CA","Carrara Group LLC dba Carrara Nevada","7399","04/17/2024"
"MALAYSIA","Malaysian Rubber Council USA","03/03/2025","&nbsp;&nbsp;","","Carrara Group LLC dba Carrara Nevada","7399","04/17/2024"
"LEBANON","Mark Daou","04/19/2024","Lebanese Parliament Beirut&nbsp;&nbsp;","","Sweeney, Robert Wallace","7400","04/19/2024"
"ECUADOR","Ministerio de Defensa Nacional del Ecuador (Ministry of National Defense of Ecuador)","07/08/2024","Calle La Exposicion s4-71 y Benigno Vela Quito&nbsp;&nbsp;","","Matrix Aviation Inc.","7431","07/08/2024"
"ALBANIA","Erion and Arber Veliaj","03/22/2025","c/o Rr. Pjeter Bogdani, Rainbow Center, Kati 2Tirana &nbsp;&nbsp;","","Kasowitz Benson Torres LLP","7558","03/22/2025"
"KOREA SOUTH","Korean Broadcasting System through e-KBS Co., Ltd.","05/17/2005","18 Yoido-dong, Youngdeungpo-kuSeoul&nbsp;&nbsp;","","KBS America, Inc.","5684","05/17/2005"
"SAUDI ARABIA","King Faisal Specialist Hospital & Research Centre - represented by RoySpec KFSHRC U.S. procurement branch","01/10/2025","7470 Candlewood RoadHanover&nbsp;&nbsp; 21076","MD","Basilinna Advisory LLC","7515","01/10/2025"
"SAUDI ARABIA","Fekrah Modheaah Co. ""Lampaah"" LLC","02/11/2025","7056 Eastern Ring Rd - Al Rabwah Di st. Unit No 38 Riyadh &nbsp;&nbsp;","","Basilinna Advisory LLC","7515","01/10/2025"
"CANADA","Province of Alberta","02/13/2025","307 Legislature Building, 10800-97 AvenueEdmonton&nbsp;&nbsp;","","HBW Resources, LLC","7540","02/13/2025"
"CANADA","Province of Saskatchewan","03/10/2025","226 Legislative Building Regina&nbsp;&nbsp;","","HBW Resources, LLC","7540","02/13/2025"
"DOMINICAN REPUBLIC","Administrative Ministry of the Presidency, Dominican Republic","11/19/2020","Mexico Avenue and Doctor DelgadoSanto Domingo, National District&nbsp;&nbsp;","","Gray Global Advisors, LLC","6892","11/19/2020"
"BURUNDI","Republic of Burundi","10/06/2022","Presidential Palace, Mutimbuzi District North Bujumbura&nbsp;&nbsp;","","The Brooks Law Firm PC","7178","10/06/2022"
"JAPAN","Ministry of Agriculture, Forestry and Fisheries, Government of Japan","05/18/2023","2520 Massachusetts Avenue, NW Washington&nbsp;&nbsp;20008","DC","Keys Group, LLC","7274","05/18/2023"
"SAINT LUCIA","St. Lucia Tourist Board","03/15/1976","&nbsp;&nbsp;","","St. Lucia Tourism Authority","2668","03/15/1976"
"CANADA","Council of the Federation Secretariat","02/05/2025","360 Albert Street, Suite 630 Ontario&nbsp;&nbsp;","","Checkmate Government Relations LLC","7534","02/05/2025"
"TURKEY","Government of Turkiye","03/23/2025","Embassy of the Republic of Turkey2525 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Imperium Strategies LLC","7559","03/23/2025"
"JORDAN","Royal Hashemite Court of Jordan","07/08/2004","P.O. Box 5264  Amman 11183&nbsp;&nbsp;","","Ravdin, Vivien","5630","07/08/2004"
"CONGO DEMOCRATIC REPUBLIC OF THE","The Government of the Democratic Republic of the Congo, Ministry of Communications and Media","03/25/2022","&nbsp;&nbsp;","","Scribe Strategies & Advisors, Inc.","6305","07/20/2015"
"RUSSIA","Roman Arkadyevich Abramovich","07/05/2022","Ulitsa Lipovaya AlleyaNemchinovo Village, Odintsovo DistrictMoscow Region&nbsp;&nbsp;","","Kobre & Kim LLP","6604","10/31/2018"
"CHINA","CCTV","07/08/2022","No. 1A Guang Hua Road, Chaoyang DistrictBeijing&nbsp;&nbsp;","","WCETV","7135","07/08/2022"
"UKRAINE","UK Office of Victor Pinchuk Foundation","08/02/2024","Third Floor, 95 The PromenadeCheltenhamGloucestershire&nbsp;&nbsp;","","KAConsulting LLC","7437","08/02/2024"
"LIBERIA","Government of the Republic of Liberia","04/02/2002","Monrovia&nbsp;&nbsp;","","LISCR, LLC","5490","04/02/2002"
"PHILIPPINES","Armscor Precision International Inc. on behalf of the Embassy of the Republic of the Philippines","01/14/2025","1600 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20036","DC","GlobalPoint International","7518","01/14/2025"
"CONGO REPUBLIC OF THE","Ashcroft Law Firm on behalf of the Office of the President of the Republic of Congo, President Denis Sassou Nguesso","01/14/2025","Office of the President, Palais des CongrésBrazzaville&nbsp;&nbsp;","","GlobalPoint International","7518","01/14/2025"
"IRAQ","Patriotic Union of Kurdistan","09/19/2023","Mam Jalal Secretariat, Dabashan Street SuleimaniKurdistan&nbsp;&nbsp;","","AF International, LLC","6639","02/18/2019"
"RUSSIA","Union of oil and Gas Producers of Russia","12/09/2024","16, 9 Degtyarny Lane Moscow&nbsp;&nbsp;","","AF International, LLC","6639","02/18/2019"
"IRAN","Komala - Representation Office in the US","01/12/2025","1250 Connecticut Avenue NWWashington &nbsp;&nbsp;20036","DC","AF International, LLC","6639","02/18/2019"
"QATAR","State of Qatar","06/01/2018","Attorney General of QatarOffice of Public Prosecution P.O. Box 705Doho&nbsp;&nbsp;","","Blueprint Advisors LLC","6561","06/01/2018"
"DENMARK","QUADSAT ApS","02/13/2025","Lufthavnvej 151Odense &nbsp;&nbsp;","","Hannan, Daniel D.","7539","02/13/2025"
"TIBET","Dalai Lama","03/12/1964","Dharamsala&nbsp;&nbsp;","","Office of Tibet","1699","03/14/1964"
"ISRAEL","NSO Group","01/24/2022","16 Galgaley Ha Plada StreetHerzelia&nbsp;&nbsp;","","Paul Hastings LLP","6743","10/25/2019"
"HAITI","Center for Facilitation of Investments (through L' Association des Industries d' Haiti (ADIH)","04/22/2021","&nbsp;&nbsp;","","Sorini, Samet & Associates, LLC","5839","11/12/2007"
"JAPAN","Embassy of Japan","04/26/2017","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","S-3 Group","6422","04/26/2017"
"KENYA","Designated Victims of the 1998 Embassy Bombings","03/21/2022","1615 L Street, NWSuite 440Washington&nbsp;&nbsp;20036","DC","Musolino and Dessel, PLLC","7101","03/21/2022"
"SPAIN","Catalan National Assembly in the United States of America Association","04/30/2022","1717 Hazelwood DrNorman&nbsp;&nbsp;73071","OK","Catalan National Assembly in the United States of America Association","7111","04/30/2022"
"MALAWI","Thoko Banda","03/27/2024","Area 3 Lilongwe  &nbsp;&nbsp;","","Kirby, John David","7389","03/27/2024"
"SAUDI ARABIA","FII Institute","01/24/2025","RDC Complex, Building CS01, 4th Floor, Unit 9, 4044 AlImam Saud Ibn Abdul Aziz Branch RoadAl Nakhil &nbsp;&nbsp;","","Richard Attias & Associates LLC","7528","01/24/2025"
"IRAQ","The Embassy of the Republic of Iraq to the United States","02/15/2024","1801 P Street NW Washington&nbsp;&nbsp;20036","DC","Valcour, LLC","7373","02/15/2024"
"SERBIA","Republic of Serbia","11/25/2024","1629 K Street NW, Suite 300Washington, DC&nbsp;&nbsp;","","Valcour, LLC","7373","02/15/2024"
"DOMINICAN REPUBLIC","Candidata A Diputada De Ultramar Ivelin Pepen Cedeno","05/16/2020","419 Buttonwood StreetReading&nbsp;&nbsp;19601","PA","Federacion De Alcades Pedaneo","6823","05/16/2020"
"DOMINICAN REPUBLIC","Ms. Altagracia del Pilar Mendez and Associates","10/28/2021","1969 Eustis Street&nbsp;&nbsp;02119","","Federacion De Alcades Pedaneo","6823","05/16/2020"
"JAPAN","Government of Japan - Japan External Trade Organization","04/19/2017","565 Fifth Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","Prism Strategy, Inc.","6419","04/19/2017"
"ALBANIA","Arben Ahmetaj","01/25/2024","Viale Stefano Franscini 11 6900Lugano&nbsp;&nbsp;","","Prism Strategy, Inc.","6419","04/19/2017"
"MONACO","Embassy of the Principality of Monaco","03/20/2025","888 17th Street NW, Suite 500 Washington&nbsp;&nbsp;20006","DC","Pressberg Media Strategy LLC","7557","03/20/2025"
"VENEZUELA","Ad Hoc Board of Petroleos de Venezuela, S.A. through PDV Holding, Inc.","11/30/2021","1293 Eldridge ParkwayHouston&nbsp;&nbsp;77077","TX","Klein/Johnson Group LLC","7049","11/30/2021"
"ANGOLA","Government of Angola","07/20/2023","National Assembly, Avenue Dr. Antonio Agostinho Neto Praia do Bispo,Luanda&nbsp;&nbsp;","","Millennium Technologies","7298","07/20/2023"
"NETHERLANDS","Tourisme Recreatie Netherland","03/20/1950","Leidschendam&nbsp;&nbsp;","","Netherlands Board of Tourism and Conventions (NBTC)","619","03/20/1950"
"ISRAEL","Economic and Trade Mission at The Embassy of Israel","07/12/2023","3514 International Drive NW Washington,&nbsp;&nbsp;20008","DC","Steptoe LLP","6653","03/22/2019"
"VIETNAM","Ministry of Industry and Trade of the Socialist Republic of Viet Nam","01/05/2024","23 Ngo Quyen, Hoan Kiem Hanoi&nbsp;&nbsp;","","Steptoe LLP","6653","03/22/2019"
"SERBIA","Millennium Team d.o.o.","09/27/2024","Zanke Stokic 39, Savski Venae Belgrade &nbsp;&nbsp;","","Steptoe LLP","6653","03/22/2019"
"YEMEN","Southern Transitional Council (STC)","02/09/2022","STC Headquarters, 1Gold Mohr BeachAl-Tawahi, Aden, South Yemen&nbsp;&nbsp;","","Atef, Ahmed Ali","7078","02/09/2022"
"CANADA","Quebec Government","09/02/1964","&nbsp;&nbsp;","","Quebec Government Office","1787","09/02/1964"
"INTERNATIONAL","Caribbean Tourism Organization","03/02/1994","St. Michael&nbsp;&nbsp;","","Caribbean Tourism Organization, USA Inc.","991","12/31/1956"
"SAUDI ARABIA","Royal Embassy of Saudi Arabia","03/31/2017","601 New Hampshire Avenue, NWWashington&nbsp;&nbsp;20037","DC","Capitol Media Group","6412","03/31/2017"
"PAKISTAN","Mr. Iftikhar Ur Rehman Durrani","10/19/2022","House no. 2-A, Street no. 14ASector f-7/2 Islamabad, IslanmabadCapital Territory&nbsp;&nbsp;","","Grenier Consulting LLC","6979","07/17/2021"
"KOREA SOUTH","Embassy of the Republic of Korea","03/22/2010","2450 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Thomas Capitol Partners, Inc.","5982","03/22/2010"
"CANADA","Nuclear Waste Management Organization","06/30/2022","22 St. Clair Avenue East, Fourth FloorToronto&nbsp;&nbsp;","","Proof Strategies Inc.","6822","05/08/2020"
"BRAZIL","Invest SP - Agencia Paulista de Promocao de Investimentos e Competitividade","12/06/2021","Av. Escola Politecnica, 82Sao Paulo CEP&nbsp;&nbsp;","","Invest SP USA, LLC","7054","12/06/2021"
"JAPAN","Embassy of Japan in the United States of America","04/10/2024","2520 Massachusetts Avenue, NW Washington&nbsp;&nbsp;","DC","Navigators Global LLC","7112","04/29/2022"
"AUSTRALIA","Gold Corporation","11/06/2023","310 Hay Street East Perth, Western Australia&nbsp;&nbsp;","","Bryan Cave Leighton Paisner LLP","7157","08/12/2022"
"CANADA","The Province of New Brunswick","02/11/2025","PO Box 6000Fredericton&nbsp;&nbsp;","","The Porter O'Brien Agency Inc.","7537","02/11/2025"
"CHINA","People's Daily Overseas Edition","12/03/1996","Beijing&nbsp;&nbsp;","","Hai Tian Development U.S.A., Inc.","5143","12/03/1996"
"JAPAN","Embassy of Japan","04/09/2019","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Beacon Policy Advisors LLC","6658","04/09/2019"
"BELGIUM","Delegation of the European Union to the United States (through IBF Connect SA","02/01/2024","Avenu Louise 209A, 1050 BrusselsBelgium&nbsp;&nbsp;","","Cogent Strategies LLC","6927","02/23/2021"
"CYPRUS","Turkish Republic of Northern Cyprus (TRNC) Washington DC Office","11/10/2023","1667 K Street NW, Ste 690Washington&nbsp;&nbsp;20006","DC","RC Communications","7345","11/10/2023"
"SUDAN","Sudan People's Liberation Movement Revolutionary Democratic Current","05/15/2023","Khartoum, Sudan&nbsp;&nbsp;","","Sprague, Esther Marie","6091","02/23/2012"
"IRAQ","Iraq Advisory Council","09/01/2020","House 41 Street 21, District 923alJadriya, Z21 H41 Baghdad&nbsp;&nbsp;","","Alaaldin, Farhad","6864","09/01/2020"
"JAPAN","Consulate General of Japan in New York","03/30/2021","299 Park Avenue, Suite 19New York&nbsp;&nbsp;10171","NY","APCO Worldwide LLC","6582","08/22/2018"
"COTE D'IVOIRE (IVORY COAST)","Republic of Cote' D'Ivoire","08/19/2022","Avenue Marchand x Rue Lecoeur Immeuble SCIAM, 19 emeetageAbidjan&nbsp;&nbsp;","","APCO Worldwide LLC","6582","08/22/2018"
"SAUDI ARABIA","Ministry of Tourism, Saudi Arabia","04/08/2024","P.O. Box 66680 Riyadh &nbsp;&nbsp;","","APCO Worldwide LLC","6582","08/22/2018"
"TURKEY","Turkiye Radyo Televizyon Kurumu","03/12/2020","Turan Gunes Bulvari, Oran MahallesiAnkara 06550&nbsp;&nbsp;","","Turkish Radio Television Corporation (TRT)","6780","03/12/2020"
"JAPAN","Embassy of Japan","06/15/2024","2520 Massachusetts Avenue NWWashington&nbsp;&nbsp;20008","DC","Miller Strategies, LLC","7423","06/15/2024"
"VIETNAM","VietJet Aviation Joint Stock Company through Athenllas Company Limited","01/06/2025","Athenllas Co. Ltd. 15 Nguyen Lyong Bang, Apartment 6.10,6th Floor Golden King BuildingHo Chi Minh City&nbsp;&nbsp;","","AMWPR, Inc.","7514","01/06/2025"
"SAUDI ARABIA","Government of Kingdom of Saudi Arabia","10/13/1988","Riyadh&nbsp;&nbsp;","","Saudi Refining, Inc.","4184","10/13/1988"
"SAUDI ARABIA","Saudi Arabian Oil Company","05/12/1989","Dhahran&nbsp;&nbsp;","","Saudi Refining, Inc.","4184","10/13/1988"
"BULGARIA","Arsenal JSCo","04/01/2024","100 Rozova Dolina Street Kazanlak&nbsp;&nbsp;","","Manticore Defense LLC","7392","04/01/2024"
"VENEZUELA","Ad Hoc Board of Petroleos de Venezuela S.A through Vision Americas International LLC","07/08/2024","2216 Adams Street, No 307 Hollywood&nbsp;&nbsp;33201","FL","Si Senor LLC","7432","07/08/2024"
"SOUTH SUDAN","William Bol Gai Deng","12/03/2024","7705 Yolanda Road  Henrico&nbsp;&nbsp;23229","VA","MacDonnell Ulsch Cyber Advisory LLC","7496","12/03/2024"
"POLAND","United Gaya","01/07/2021","Bytowska Street 15, 77-116 Czarna DabrowkaCzarna Dabrowka 77-116&nbsp;&nbsp;","","Gaya United","6904","01/07/2021"
"HONDURAS","Republic of Honduras","05/31/2023","Honduran Foreign Ministry, Centro Civico Gubernamental contiguo al Palacio d TegucigalpaFransico Morazan&nbsp;&nbsp;","","Ambassador Hugo Llorens and Global Partners LLC","7280","05/31/2023"
"BELGIUM","IBF Connect SA","10/17/2024","Avenue Louise 209/ABrussels&nbsp;&nbsp;","","StorySquad Media, LLC","7476","10/17/2024"
"LIBERIA","President's Delivery Unit (PDU), Ministry of State for Presidential Affairs","02/18/2025","Executive Mansion Monrovia&nbsp;&nbsp;","","Blackwood International Strategic Advisors, LLC","7542","02/18/2025"
"JAPAN","Embassy of Japan","04/10/2020","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Tiber Creek Group, Inc.","6816","04/10/2020"
"QATAR","Embassy of the State of Qatar","06/24/2024","2555 M Street, NW  Washington&nbsp;&nbsp;20037","DC","MAS Advisory Inc. dba Montfort Advisory","7426","06/24/2024"
"FRANCE","Agence Francaise de Developpement","02/22/2021","5 Rue Roland Barthes, 75 598Paris Cedex 12&nbsp;&nbsp;","","Portland PR Inc.","6064","09/19/2011"
"UNITED ARAB EMIRATES","Embassy of the United Arab Emirates, on behalf of Akin Gump Strauss Hauer & Feld, LLP","04/29/2019","3522 International Court, NWSuite 400Washington&nbsp;&nbsp;20008","DC","Gilliland & McKinney International Counsellors, LLC","6673","04/29/2019"
"DOMINICAN REPUBLIC","Ministerio de la Presidencia de la Republica Dominicana","01/04/2024","Av. Mexico esq. Calle Dr. Delgado Palacio Nacional Santo Domingo&nbsp;&nbsp;","","DGA Group LLC","7321","09/12/2023"
"KOREA SOUTH","Embassy of the Republic of Korea","11/23/2024","&nbsp;&nbsp;","","DGA Group LLC","7321","09/12/2023"
"TURKEY","Justice and Development Party of Turkey (AK Party)","05/11/2022","SOGUTOZU CADDESI, NO 6CANKAYA ANKARA&nbsp;&nbsp;","","AK Party Representation to the United States LLC","7115","05/11/2022"
"UKRAINE","Kyiv Global Outreach","03/25/2024","Volodymyra Vinnichencko Street, Building 7, Office 9Kyiv&nbsp;&nbsp;","","Madison Strategies LLC","7386","03/25/2024"
"JAPAN","Consulate General of Japan in Atlanta","10/15/2018","3438 Peachtree RoadPhipps Tower, Suite 850Atlanta&nbsp;&nbsp;30326","GA","Freeman Mathis Decisions","6600","10/15/2018"
"QATAR","Embassy of the State of Qatar","04/01/2021","2555 M Street, NWWashington&nbsp;&nbsp;20037","DC","Rubin Turnbull & Associates, Inc.","6944","04/01/2021"
"LIBERIA","Liberia Ministry of Foreign Affairs (through Vanguard Africa)","07/03/2024","Capitol Hill, Tubman Boulevard, Yekpi TownMontserrado CountyMontovia&nbsp;&nbsp;","","Future Pact LLC","7074","01/27/2022"
"NIGER","Mohamed Bazoum","01/22/2025","Niamey &nbsp;&nbsp;","","Future Pact LLC","7074","01/27/2022"
"DOMINICAN REPUBLIC","Partido Nacional Voluntad Ciudadana","11/24/2022","Av. Romulo Betancourt #413 D 00000Segundo Nivel Santo Domingo&nbsp;&nbsp;","","Alianza Republicana de las Americas - Republican Alliance of the Americas","7195","11/24/2022"
"TOGO","Togolese Republic","03/05/2024","Assemblee National Palaise des Congres BP 327 Lome&nbsp;&nbsp;","","Williams,Timothy Charles","7378","03/05/2024"
"TURKEY","Bilal Bilici","04/11/2024","2200 Pennsylvania Ave NW c/o Christian Contardo Lowenstein Sandler LLP Washington&nbsp;&nbsp;20037","DC","Media Theory LLC","7396","04/11/2024"
"INDIA","Invest India","08/08/2024","225, Vigyan Bhawan Annexe, Maulana Azad RoadNew Delhi&nbsp;&nbsp;","","A.T. Kearney, Inc.","7439","08/08/2024"
"TAIWAN","Kuomintang (KMT)","03/09/2022","No. 232-234, Sec 2, Bade Road, Zhongshan DistrictTaipei City&nbsp;&nbsp;","","KMT Representative Office in the United States","7093","03/09/2022"
"SOMALI DEMOCRATIC REPUBLIC","Ministry of Foreign Affairs, Republic of Somaliland","03/05/2020","Sha'ab Area presidency Road #1Hargeisa&nbsp;&nbsp;","","Somaliland Mission USA, LLC","6798","03/05/2020"
"TAIWAN","Taiwan External Trade Development Council","12/06/1978","Taipei&nbsp;&nbsp;","","Far East Trade Services, Inc.","2985","12/06/1978"
"POLAND","Embassy of the Republic of Poland","10/28/2024","2460 16th Street NW Washington&nbsp;&nbsp; 20009","DC","Precision Strategies, LLC","7483","10/28/2024"
"INDONESIA","Yayasan Berbakti Semangat Indonesia","02/09/2025","Menara Karya, Jin HR Rasuna said Blok X-5 Kav 1-2, Kuningan Timur Setiabudi, Jakarta Selatan, Jakart&nbsp;&nbsp;","","Precision Strategies, LLC","7483","10/28/2024"
"UKRAINE","Lviv Regional Military/State Admin","01/22/2025","18 Volodymyra Vynnychenko StLviv&nbsp;&nbsp;","","The Color Nine Group LLC","7525","01/22/2025"
"QATAR","Embassy of the State of Qatar","01/20/2025","2555 M Street, NW Washington&nbsp;&nbsp;20037","DC","Green River Public Affairs LLC","7523","01/20/2025"
"MALAYSIA","Malaysia Tourism Promotion Board, Government of Malaysia","04/17/1979","Kuala Lumpur&nbsp;&nbsp;","","Malaysia Tourism Promotion Board","2510","04/17/1974"
"KOREA SOUTH","Korea Trade-Investment Promotion Agency","04/17/1963","&nbsp;&nbsp;","","KOTRA","1619","04/17/1963"
"CANADA","Canadian Ambassador (Canadian Embassy to the United States in Washington, DC)","03/28/2019","501 Pennsylvania Ave SEWashington&nbsp;&nbsp;20001","DC","LGND, LLC","6570","07/10/2018"
"RUSSIA","Eduard Khudainatov","10/22/2023","c/o Ford O'Brien Landy LLP 275 Madison Ave, 24th Floor New York&nbsp;&nbsp;10016","NY","Vermillion Advisors LLC","7338","10/22/2023"
"MOROCCO","OCP S.A.","10/13/2020","2 Rue Al abtal, Hay ErrahaCasablanca&nbsp;&nbsp;","","Covington & Burling LLP","6876","10/13/2020"
"UKRAINE","SCM Consulting Limited","06/03/2022","Trident Chambers, P.O. Box 146Road Town, Tortola, British Virgin Islands&nbsp;&nbsp;","","Covington & Burling LLP","6876","10/13/2020"
"UGANDA","Esther Kitimbo Kisaakye","12/08/2023","7517 Tin Cup DriveArlington&nbsp;&nbsp; 76001","TX","Covington & Burling LLP","6876","10/13/2020"
"JAPAN","JNG Shareholders Group","12/10/1993","&nbsp;&nbsp;","","NHK Cosmomedia America, Inc.","4490","03/26/1991"
"UNITED ARAB EMIRATES","Akin Gump Strauss Hauer & Feld LLP on behalf of the Embassy of the United Arab Emirates","12/29/2017","3522 International Court, NWSuite 400Washington&nbsp;&nbsp;20008","DC","Bullpen Strategy Group, LLC","6504","12/29/2017"
"KENYA","Kenya Commercial Bank","04/26/2023","PO Box 48400Nairobi&nbsp;&nbsp;","","Angwenyi, David Matara","7212","04/26/2023"
"INTERNATIONAL","Neom Company","10/07/2021","Information Technology and Communicatin Complex (ITCC)Second Floor, Building IN-01, Al Nakheel District 12382 P.O. Box 10 11411 Riyadh&nbsp;&nbsp;","","Daniel J. Edelman, Inc.","3634","11/15/1984"
"HONG KONG","Invest Hong Kong","04/10/2023","24/F, Fairmont House, 8 Cotton Tree Drive, Central Hong Kong&nbsp;&nbsp;","","Daniel J. Edelman, Inc.","3634","11/15/1984"
"UNITED ARAB EMIRATES","Outlook Energy Investments LLC","10/06/2023","P.O. Box 4442 Abu Dhabi&nbsp;&nbsp;","","Daniel J. Edelman, Inc.","3634","11/15/1984"
"UNITED ARAB EMIRATES","Alterra Management Limited","07/17/2024","Al Maryah Tower, Level 6, ADGM, Al Maryah Island Abu Dhabi&nbsp;&nbsp;","","Daniel J. Edelman, Inc.","3634","11/15/1984"
"SAUDI ARABIA","The Public Investment Fund","02/02/2024","Alra'idah Digital City, Building MU04, Al Nakhil District, P.O. Box 6847 Riyadh&nbsp;&nbsp;","","Rational 360, Inc.","7369","02/02/2024"
"JAPAN","Global Guardian Trust","09/30/2010","Akatsuka Bldg 3F1-2-8 Higashikanda Chiyoda-ku, Tokyo&nbsp;&nbsp;","","Foster Garvey PC","3047","08/09/1979"
"VANUATU","Government of the Republic of Vanuatu","11/14/2024","Office of the Prime Minister, PMB 9053Port Vila&nbsp;&nbsp;","","Vanuatu Logistics & Administrative Services Limited","7488","11/14/2024"
"SWITZERLAND","Swiss Federal Railroads","03/01/1943","Berne&nbsp;&nbsp;","","Switzerland Tourism","55","03/01/1943"
"SWITZERLAND","Swiss National Tourist Office","03/27/1973","Zurich&nbsp;&nbsp;","","Switzerland Tourism","55","03/01/1943"
"UNITED ARAB EMIRATES","Embassy of the United Arab Emirates","03/24/2020","3522 International Court, NWWashington&nbsp;&nbsp;20008","DC","Terakeet LLC","6806","03/24/2020"
"JAPAN","Government of Japan","08/03/2001","2-2-1 Kasumigaseki  Chiyoda-ku, Tokyo 100&nbsp;&nbsp;","","Hecht, Latham, Spencer & Associates, Inc.","5451","08/03/2001"
"IRAN","National Council of Resistance of Iran","04/05/2013","15 Rue des Gords95430 augers sur-Oise&nbsp;&nbsp;","","Rosemont Associates, LLC","6161","04/05/2013"
"INDIA","Republic of India","12/04/2019","2107 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Cornerstone Government Affairs","6401","01/20/2017"
"MOROCCO","OCP S.A. (through OCP North America, Inc.)","10/08/2020","2-4, Rue Al AbtalHay ErrabaCasablanca&nbsp;&nbsp;","","Cornerstone Government Affairs","6401","01/20/2017"
"GERMANY","Embassy of the Federal Republic of Germany","12/06/2024","&nbsp;&nbsp;","","Cornerstone Government Affairs","6401","01/20/2017"
"INDONESIA","Yayasan Berbakti Semangat Indonesia","01/31/2025","Menara Karya, Jalan HR Rasuna Said Blok X-5 Kav 1-2Kuningan Timur, Setiabudi, Jakarta Selatan&nbsp;&nbsp;","","Cornerstone Government Affairs","6401","01/20/2017"
"QATAR","Embassy of the State of Qatar","03/10/2025","&nbsp;&nbsp;","","Cornerstone Government Affairs","6401","01/20/2017"
"MOROCCO","Moroccan National Tourist Office","09/21/1964","Rabat&nbsp;&nbsp;","","Moroccan National Tourist Office","1793","09/21/1964"
"VENEZUELA","Ad Hoc Board of Petroleos de Venezuela S.A through White & Case LLP","05/22/2024","2216 Adams Street, No 307 Hollywood&nbsp;&nbsp;33021","VA","Vision Americas International LLC","7413","05/22/2024"
"VENEZUELA","Ad Hoc Board of Petróleos de Venezuela S.A through Vinson & Elkins","12/18/2024","&nbsp;&nbsp;","","Vision Americas International LLC","7413","05/22/2024"
"VENEZUELA","The Ad Hoc Board of Petroleos de Venezuela, S.A., (""PDVSA Ad Hoc"")","01/16/2025","2216 Adams St., #307  Hollywood&nbsp;&nbsp;33020","FL","Krupnick Campbell Malone Buser Slama Hancock, P.A.","7520","01/16/2025"
"CANADA","Province of Alberta, Canada","03/23/2022","Alberta Office in Washington, DC/Embassy of Canada501 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20001","DC","JDA Frontline Partners, LLC","7102","03/23/2022"
"NIGERIA","Biafra Jewish Autonomous Region","01/29/2024","304 S Jones Blvd, 5058 Las Vegas&nbsp;&nbsp;89107","NV","Goldin, Daniel","7366","01/29/2024"
"ARUBA","Aruba Tourism Authority (ATA)","04/22/2019","LG. Smith Blvd. 9 - P.O. Box 1019Oranjestad&nbsp;&nbsp;","","Zeno Group, Inc.","6652","03/18/2019"
